Date,Demand_MWh,Day_of_Week,Is_Weekend,Is_Holiday,Avg_Temp,Rainfall,Lag_1,Lag_7,Lag_30,Rolling_7
2018-01-31,669121.6995265125,2,0,0,26.983088235294115,6.958407079646018,710255.5067345614,657435.9816938285,701971.9855539119,646032.5167776634
2018-02-01,728638.1340714396,3,0,0,26.93445945945946,7.900980392156862,669121.6995265125,662729.5877378992,694572.9248697007,655448.0233967406
2018-02-02,708320.7870758611,4,0,0,26.49178082191781,10.391200000000001,728638.1340714396,677431.4290296074,715277.8284015075,659860.7888319197
2018-02-03,514600.1319103544,5,1,0,26.592361111111114,11.8504,708320.7870758611,540174.7779127187,746389.3936711649,656207.2679744391
2018-02-04,603956.8575969094,6,1,0,26.90758620689655,9.548818897637796,514600.1319103544,546120.5398839646,660338.8423349384,664469.5990762884
2018-02-05,606225.9370324906,0,0,0,26.40066225165563,12.591338582677164,603956.8575969094,716394.0766183798,533955.3346265798,648731.2934211612
2018-02-06,668259.8894548654,1,0,0,26.229530201342282,15.01484375,606225.9370324906,710255.5067345614,593729.5666858021,642731.9195240618
2018-02-07,609804.0369279276,2,0,0,26.313103448275864,14.026399999999999,668259.8894548654,669121.6995265125,744911.8537773716,634257.967724264
2018-02-08,635997.3980499048,3,0,0,26.436486486486487,13.946491228070176,609804.0369279276,728638.1340714396,681380.6683182322,621023.5768640449
2018-02-09,675787.2329013542,4,0,0,26.370945945945948,10.631147540983607,635997.3980499048,708320.7870758611,732922.2959888973,616375.9262676866
2018-02-10,573225.2510865683,5,1,0,26.458156028368794,12.91293103448276,675787.2329013542,514600.1319103544,630705.473008453,624750.94329286
2018-02-11,521421.9195342187,6,1,0,26.365972222222222,11.361600000000001,573225.2510865683,603956.8575969094,667419.0613550829,612960.2378553328
2018-02-12,674060.5722151618,0,0,0,26.45205479452055,15.385593220338983,521421.9195342187,606225.9370324906,535482.0963270742,622650.9000242858
2018-02-13,679852.8104354661,1,0,0,26.653521126760566,9.513513513513514,674060.5722151618,668259.8894548654,509060.65960580943,624307.031592943
2018-02-14,645366.9174277022,2,0,0,26.6,10.179338842975207,679852.8104354661,609804.0369279276,593319.3719421062,629387.4430929108
